song_id,title,lyricist,composer,arranger,release_year,release_title,release_type,members,center,formation_rows,opening_lyrics,full_lyrics,song_url
11,愛の重さ,秋元康,YSU,YSU,2024,懐かしい明日,other,池田裕楽;石田千穂;岡田あずみ;岡村梨央;尾崎世里花;工藤理子;久留島優果;小島愛子;信濃宙花;高雄さやか;中村舞;原田清花;兵頭葵;福田朱里;諸葛望愛;吉田彩良,,"池田裕楽,石田千穂,岡田あずみ,岡村梨央,尾崎世里花,工藤理子,久留島優果,小島愛子,信濃宙花,高雄さやか,中村舞,原田清花,兵頭葵,福田朱里,諸葛望愛,吉田彩良","風に吹かれながら
ひらひら舞い降りて来た　リーフ","風に吹かれながら
ひらひら舞い降りて来た　リーフ
自分自身　何g(なんグラム)かを
わかっているのだろうか？

日差しの眩(まぶ)しさも
日陰の切なさも知る　リーフ
もし地球に引力なんて
存在しなかったら…

僕が見ていたのは　僕の理想像
こういう君でいて欲しい　勝手に描(えが)いてた
腕に抱くこともせずに…

愛の重さ　初めてわかったよ
君の気持ち　背負(せお)ってみて知った
心が痺れるくらい
なんか
まるで　世界　担ぐような重さ
今の気持ち　何と比べてみればいいのだろう？
無責任に
愛した頃は軽々と持ち上げてた

人は本気になれば
何でも動かすことができる
困難から救い出そうと
火事場の馬鹿力さ

君を守りたいと思い始めて
その存在が大きすぎて　躊躇してしまった
ちゃんと考えなきゃだね

気持ちなんか　どっちが重いとか
客観的　判断できないよ
心は見えないから
きっと
シーソーで言ったら　自分の方に
いつも傾いてるはずだって思い込んでいた
そのバランス
真実とは　後で明かされるもの

君を失いたくない
だから僕は強くなる
どんな涙だって　拭ってあげるよ
人を愛す　その言葉は限りなく重い

愛の重さ　初めてわかったよ
君の気持ち　背負(せお)ってみて知った
心が痺れるくらい
なんか
まるで　世界　担ぐような重さ
今の気持ち　何と比べてみればいいのだろう？
無責任に
愛した頃は軽々と持ち上げてた",https://www.uta-net.com/song/355415/
12,Sweaty Smell,秋元康,木下めろん,野中“まさ”雄一,2024,懐かしい明日,other,井出叶;内海里音;壁島結華;川又優菜;曽川咲葵;原田清花;森下舞羽;渡辺菜月;石原侑奈;奥田唯菜;梶原未羽;北澤苺;長谷川乃彩;藤井里詠;森末妃奈,,"井出叶,内海里音,壁島結華,川又優菜,曽川咲葵,原田清花,森下舞羽,渡辺菜月,石原侑奈,奥田唯菜,梶原未羽,北澤苺,長谷川乃彩,藤井里詠,森末妃奈","夢はいつだって汗臭い
頑張った後に咲く花だ","夢はいつだって汗臭い
頑張った後に咲く花だ
辛い時はずっと気がつかなかったけど
手に入れて初めて知る
いい匂い

これは何のためなんだろう？
何度　自分に問いかけて来たか？
こんな苦しい道を行かなくても
楽な道はあるのに…

それでもなぜだかやめたくなかった
弱音は吐きたくない
それは仲間がいるから　信じているから
応援してくれてる　みんながいるからだ

夢はここからは見えなくて
遠い場所にあるものだけど
風が落ちる汗を拭ってくれるんだ
やりがいとはこの瞬間(とき)
気持ちいい

僕は何のために生きてる？
他人(ひと)に聞いてもわからない
だけどゴールがなきゃ進めなくなる
使命とは何なんだ？

どんなに疲れて動けぬ時でも
まだまだ頑張りたくて
夜はベッドに倒れて　ぐっすり眠って
朝がやって来たら　元気になってた

それが若さってエネルギー
いくらだってチャージできるんだ
汗臭かったシャツ　洗濯して干しても
忘れられない青春
いい記憶

夢はここからは見えなくて
遠い場所にあるものだけど
風が落ちる汗を拭ってくれるんだ
やりがいとはこの瞬間(とき)

夢はいつだって汗臭い
頑張った後に咲く花だ
辛い時はずっと気がつかなかったけど
手に入れて初めて知る
いい匂い",https://www.uta-net.com/song/355831/
240203,思い出せてよかった,秋元康,Hiro Hoashi,Hiro Hoashi,,STU48 Uta-Net Other Songs,other,,,,"君と知り合ってどれくらいだろう？
いつが初めてか覚えていない","君と知り合ってどれくらいだろう？
いつが初めてか覚えていない
ずっと昔から聞いていたような
言葉の懐かしさを僕は感じていた

雑踏のその中で
見失う花がある
通り過ぎる人の群れは
あの日　見てた夢を捨てて
どこへ急ぐのかな

思い出せてよかった
僕がこの街を目指した理由(わけ)
もしも君と
巡り会わなければ
自分を　忘れて
きっと流されていた

ただの付き合いで行っただけなのに
花火大会に君がいたんだ
誰も気づかないイントネーションに
一瞬　故郷(ふるさと)の空が目に浮かんだ

打ち上げた五尺玉
消える度　真っ暗で
そばの誰かさえも見えず
僕は揺れる影のようで
孤独だと思った

思い出した希望は
遥かあの街の風の匂い
海を見つめ
語り合った未来
青春時代の
友は元気だろうか？

ほっとしたよ　出会って
僕は今だって変わってない

思い出せてよかった
僕がこの街を目指した理由(わけ)
もしも君と
巡り会わなければ
自分を　忘れて
きっと流されていた",https://www.uta-net.com/song/240203/
243406,STU48 瀬戸内ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのSETOUCHI は
海の道","愛しのSETOUCHI は
海の道
鳴門の渦潮
村上海賊
兄ちゃんも歩け！歩け！
KOBE　ルミナリエ
ぶらり　ぶらり　宮島
あれは　阿波おどり会館
巌流島はそこ
粋な姉ちゃんも
児島ジーンズ
角島大橋　こんぴらさん
神戸牛　瀬戸大橋

さあ　瀬戸内48
私たちに
会いに来て
誰よりも
好きになって
お願い
ねえ　ねえ
さあ　行くぞ　瀬戸内48
私たちに
会いに来て
ここの場所で夢を追いかけるから
応援してね

楽しいSETOUCHI は
多島海
直島　笠岡
周防大島
平日もワッショイ！ワッショイ！
ヴィーナスロード
並べ！並べ！
山越うどん
あれは　しまなみ海道
みかんやレモンも人気だよ
鳴門金時　お好み焼き
出石そば　瓦そば　祖谷そば
みかんジュース蛇口

さあ　瀬戸内48
一度観たら
止められない
また明日
観に来るでしょ？
必ず
Come on！Come on！
さあ　行くぞ　瀬戸内48
一度観たら
止められない
私の名前　絶対に覚えて
指切りね　Yeah！Yeah！

さあ　瀬戸内48
私たちに
会いに来て
誰よりも
好きになって
お願い
ねえ　ねえ
さあ　行くぞ　瀬戸内48
私たちに
会いに来て
ここの場所で夢を追いかけるから
応援してね

さあ　瀬戸内48
さあ　行くぞ　瀬戸内48
さあ　瀬戸内48
さあ　行くぞ　瀬戸内48",https://www.uta-net.com/song/243406/
243407,誰かがいつか 好きだと言ってくれる日まで,秋元康,木下めろん,木下めろん,,STU48 Uta-Net Other Songs,other,,,,"勇気を振り絞って　私から切り出した
どうでもいい話題に紛れ込ませて","勇気を振り絞って　私から切り出した
どうでもいい話題に紛れ込ませて
隠していた切なさとか
愛しさとか　伝えてみた
あなたは少しだけ困った顔しながら
付き合っている彼女がいるなんて
それでもまだ　気を遣って
微笑んでくれたから惨めになる

このタイミングで
無理して言わなけりゃ怪我しなかった

誰かがいつか好きだと言ってくれる日まで
自分の方から　絶対　告白なんかしないよ
だって　突然　膨らませてた心の風船が割れて
しゃがみこんじゃって立ち直れない
好きになるのは　とても簡単なことだけど
相思相愛は奇跡に近いのかもしれない
あっという間に希望が消えて　それでも何の屈託も無い
綺麗な夕焼けに悪態つこう

そんなおおごとじゃなく
小さな幸せでいい
恋が叶わなくても恋してたい

二人の関係が微妙に気まずくなる
最悪の事態にならなきゃいいけど…
「そうなのね」って引き際よく
せいいっぱい強がってた
話題をすぐ変えて　餃子の話をした
脈絡なさが自分でも痛いよ
焼き餃子も水餃子も
今の私にはどうでもいいのに…

思いつきで
口にしちゃいけない感情だった

誰かが先に好きだと言ってくれる日まで
ただ受け身のままじっと待っていようと思った
もう　二度と自分の方から想いを打ち明けたりはしない
深呼吸一つして冷静になろう
昨日までのような友達に戻りたいけど
やっぱり何かが　変わってしまったかもしれない
そんな自分のバカさに呆れ後悔をしてもしょうがない
普通の星空にほっとかれてる

昔からどんな秘密もしまっておけない胸の片隅
正直者なんて自慢できないよ
誰かへの愛しさ　ゴクリと飲み込んで
夢でも見よう

誰かがいつか好きだと言ってくれる日まで
自分の方から　絶対　告白なんかしないよ
だって　突然　膨らませてた心の風船が割れて
しゃがみこんじゃって立ち直れない
好きになるのは　とても簡単なことだけど
相思相愛は奇跡に近いのかもしれない
あっという間に希望が消えて　それでも何の屈託も無い
綺麗な夕焼けに悪態つこう

そんなおおごとじゃなく
小さな幸せでいい
恋が叶わなくても恋してたい",https://www.uta-net.com/song/243407/
243408,STU48 愛媛ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのEHIME は
松山城","愛しのEHIME は
松山城
しまなみ海道　村上海賊
来島海峡
兄ちゃんも歩け！歩け！
道後温泉
ぶらり　ぶらり　内子の町並み
あれは別子銅山
多々羅大橋はそこ
粋な姉ちゃんは
今治タオル
臥龍山荘　石鎚山
大山祇神社　坊っちゃん列車

さあ　愛媛48
私らに
会いに来てや
誰よりも
好きになってや
お願い
ねえ　ねえ
行くけん　愛媛48
私らに
会いに来てや
ここの場所で夢を追いかけるけん
応援してや

楽しいEHIME は
みきゃん　バリィさん
青島　下灘駅
伯方の塩
平日もワッショイ！ワッショイ！
がんば亭
並べ！並べ！
登泉堂
あれは　焼豚玉子飯
霧の森大福も人気やけん
みかんに　いよかん　ポンジュース
みかんジュース蛇口　じゃこ天
労研饅頭　鯛めし

さあ　愛媛48
一度観たら
止めれんよ
また明日
観に来るんやろ？
必ず
Come on！Come on！
行くけん　愛媛48
一度観たら
止めれんよ
私の名前　絶対に覚えてや
指きりやけん　Yeah！Yeah！

さあ　愛媛48
私らに
会いに来てや
誰よりも
好きになってや
お願い
ねえ　ねえ
行くけん　愛媛48
私らに
会いに来てや
ここの場所で夢を追いかけるけん
応援してや

さあ　愛媛48
行くけん　愛媛48
さあ　愛媛48
行くけん　愛媛48",https://www.uta-net.com/song/243408/
243409,STU48 香川ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのKAGAWA は
こんぴらさん","愛しのKAGAWA は
こんぴらさん
讃岐うどん
ことでん　和三盆
兄ちゃんも歩け！歩け！
小豆島
ぶらり　ぶらり　父母ヶ浜
あれは　シンボルタワー
銭形砂絵はそこ
かわいい姉ちゃんと
せとしるべ
四国フェリー　寒霞渓
紫雲出山　瀬戸大橋

さあ　香川48
うちらに
会いに来まい
誰よりも
好きになって
お願い
なあ　なあ
行くけん　香川48
うちらに
会いに来まい
ここの場所で夢を追いかけるけん
応援してな

楽しいKAGAWA は
栗林公園
豊島　粟島　直島
オリーブ公園
平日もワッショイ！ワッショイ！
エンジェルロード
並べ！並べ！
山越うどん
あれは　土渕海峡
骨付鳥も人気やけん
かまど　いりこ　おいりソフト
醤油サイダー　あんもち雑煮
ぴっぴ飯　手延べそうめん

さあ　香川48
いっぺん観たら
止めれん
また明日
観に来るやろ？
必ず
Come on！Come on！
そう　うちら　香川48
いっぺん観たら
止めれん
うちの名前を　絶対に覚えてや
指切りな　Yeah！Yeah！

さあ　香川48
うちらに
会いに来まい
誰よりも
好きになって
お願い
なあ　なあ
行くけん　香川48
うちらに
会いに来まい
ここの場所で夢を追いかけるけん
応援してな

さあ　香川48
行くけん　香川48
さあ　香川48
行くけん　香川48",https://www.uta-net.com/song/243409/
243410,僕たちはシンドバッドだ,秋元康,吉田司;早川博隆,早川博隆,,STU48 Uta-Net Other Songs,other,,,,"父親が不機嫌そうに
舌打ちをして立ち上がる","父親が不機嫌そうに
舌打ちをして立ち上がる
成績が悪いのが
そんなに気に入らないですか？

今の順位なんかよりも
これからが大切なんだと
言ってくれないのですね？

この先の未来は
大きな大きな海に似て
果てしない可能性
ちっぽけな小舟で沖に出るんだ(夜が明ける水平線)
人は(いつか旅立つもの)
誰もが自分を信じて生きてく

僕たちはシンドバッドだ
立ち向かえ！荒波の彼方
綱を解け！艪を漕ぎ出せよ！
どこかにある大陸　目指すよ
夢を見るシンドバッドだ
経験もない若き船乗り
怖いものなんて何もない
希望の光　探せ！

誰のために生きている？
そんなこと考えるだけで
生意気だと殴るのか？

目の前の大人は
何度も何度も沖に出て
疲れて諦めた
もう二度と無謀なことはしないと…(太陽を眺めてる)
だから(波に飲まれても)
ここには戻らないと決めて舵を取れ！

僕たちはシンドバッドだ
海流に逆らって進め！
帆を立てて　風を手なづけ
伝説の宝島　急げよ
挫けないシンドバッドだ
ただがむしゃらな愚か者たち
失うものなんて何もない
永遠の愛が欲しい

僕たちはシンドバッドだ
立ち向かえ！荒波の彼方
綱を解け！艪を漕ぎ出せよ！
どこかにある大陸　目指すよ
夢を見るシンドバッドだ
経験もない若き船乗り
怖いものなんて何もない
希望の光　探せ！",https://www.uta-net.com/song/243410/
243411,STU48 徳島ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのTOKUSHIMA は
阿波おどり","愛しのTOKUSHIMA は
阿波おどり
鳴門の渦潮　かずら橋
祖谷のちいおり
兄ちゃんも歩け！歩け！
渦の道
ぶらり　ぶらり　大歩危小歩危
あれは　阿波おどり会館
眉山ロープウェイはそこ
粋な姉ちゃんも
阿波藍染め
徳島小松島港
剣山　阿波の土柱

ほな　徳島48
うちんのとこに
会いに来てな
誰よりも
好きんなって
お願い
なあ　なあ
行くんじょ　徳島48
うちんのとこに
会いに来てな
ここの場所で夢を追いかけよるけん
応援してな

楽しいTOKUSHIMA は
鳴門海峡
大鳴門橋に
マチ★アソビ
平日もえらいやっちゃ！えらいやっちゃ！
妖怪屋敷
並べ！並べ！
ラーメンいのたに
あれは　スーパーキョーエイ
金ちゃんラーメンも人気やけん
すだち　祖谷そば　竹ちくわ
鳴門金時に阿波尾鶏
でこまわし　阿波和三盆糖

ほな　徳島48
いっぺん観たら
止められへん
また明日
観に来るで？
必ず
Come on！Come on！
行くんじょ　徳島48
いっぺん観たら
止められへん
うちの名前を　絶対に覚えて
指きりな　Yeah！Yeah！

ほな　徳島48
うちんのとこに
会いに来てな
誰よりも
好きんなって
お願い
なあ　なあ
行くんじょ　徳島48
うちんのとこに
会いに来てな
ここの場所で夢を追いかけよるけん
応援してな

ほな　徳島48
行くんじょ　徳島48
ほな　徳島48
行くんじょ　徳島48",https://www.uta-net.com/song/243411/
243412,STU48 山口ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのYAMAGUCHI は
角島大橋","愛しのYAMAGUCHI は
角島大橋
ふぐ刺し
瓦そば　ときわ公園
兄ちゃんも歩け！歩け！
シーモール
ぶらり　海峡ゆめタワー
あれは関門海峡
巌流島はそこ
ぶちかわ姉ちゃんも
火の山展望台
秋吉台カルスト台地
青海島　萩城城下町

さあ　山口48
うちらに
会いに来てっちゃ
誰よりも
好きになってえね
お願い
ねえ　ねえ
行くっちゃ　山口48
うちらに
会いに来てっちゃ
ここの場所で夢を追いかけちょるけぇ
応援してえや

楽しいYAMAGUCHI は
松下村塾
関門トンネル人道
唐戸市場
平日もワッショイ！ワッショイ！
いろり山賊
並べ！並べ！
ラーメン蘭蘭
あれは　美川ムーバレー
昭ちゃんコロッケぶち人気っちゃ
錦帯橋　赤間神宮
周防大島　瑠璃光寺
走れ！SL「やまぐち」号

さあ　山口48
一度観たら
止められない
また明日
観に来るんじゃろ？
必ず
Come on！Come on！
そう　うちら　山口48
一度観たら
止められない
うちの名前を　絶対に覚えてえや
指きりね　Yeah！Yeah！

さあ　山口48
うちらに
会いに来てっちゃ
誰よりも
好きになってえね
お願い
ねえ　ねえ
行くっちゃ　山口48
うちらに
会いに来てっちゃ
ここの場所で夢を追いかけちょるけぇ
応援してえや

さあ　山口48
行くっちゃ　山口48
さあ　山口48
行くっちゃ　山口48",https://www.uta-net.com/song/243412/
243413,片想いの入り口,秋元康,飯田清澄,飯田清澄,,STU48 Uta-Net Other Songs,other,,,,"教室から何が見える？
真っ青な空か？雲か？地平の彼方","教室から何が見える？
真っ青な空か？雲か？地平の彼方
春の風は吹いてるか？
彼女はそこにいるのか？
片想いの入り口

クラス替えしてC組の僕は
彼女の様子がわからない
会えなくなって　やっと気づいた
その興味とは　好きだってことだ

気のせいか　声が聴こえたような…
渡り廊下　走っていたような…
いつだって　彼女　探そうとして…
そばにいるとただの友達でも
離れた分　過敏になってる
恋の気配　急に感じているよ

校庭には何が見える？
新しい風に揺れる枝の蕾よ
あの日のときめき　入学式
デジャヴュみたいな桜の木
切なく悲しく遠く
何をしていても気になってしまうんだ
こんなはずじゃなかったのに…
彼女はどこにいるのか？
片想いの入り口

同じ校舎で学んでるのに
僕らは逸れてしまったよ
会えないことがこんなに辛いって
今までずっと思わなかったんだ

なぜこんなに胸が苦しいんだろう
クラスメイトの一人だったのに…
振り向いた彼女　思い出すんだ
斜め前の席に座っていた
その存在　当たり前過ぎて
異性として気にも留めなかったよ

教室から何が見える？
カーテンがふわり舞って邪魔をしている
誰かが開けた窓のせい
紛れ込んだ犬が鳴く
心に何が見える？
純粋な愛か？期待？願望なのか？
僕の風は吹いてるか？
彼女は何も気づかず…
いつのまにか入り口

朝早い通学路
偶然　十字路で出会った
久しぶり　一言が
なぜか言えずにぎこちなく
半分微笑む

校庭には何が見える？
新しい風に揺れる枝の蕾よ
あの日のときめき　入学式
デジャヴュみたいな桜の木
切なく悲しく遠く
何をしていても気になってしまうんだ
こんなはずじゃなかったのに…
彼女はどこにいるのか？
片想いの入り口",https://www.uta-net.com/song/243413/
243414,STU48 広島ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのHIROSHIMA は
もみじ饅頭","愛しのHIROSHIMA は
もみじ饅頭
オタフクソースに
むすびのむさし
兄ちゃんも歩け！歩け！
鞆の浦
ぶらり　ぶらり　宮島
あれは平和記念公園
大聖院はそこ
牡蠣　がんす　はっさく大福
広島東洋カープ
MAZDA　スタジアム
サンフレッチェ

さあ　広島48
うちらに
会いに来てや
誰よりも
好きになりんさい
お願い
ねえ　ねえ
さあ　行くで　広島48
うちらに
会いに来てや
ここの場所で夢を追いかけるけん
応援してや

楽しいHIROSHIMA は
大和ミュージアム
八昌のお好み焼き
フラワーフェスティバル
平日もワッショイ！ワッショイ！
パルコへ
並べ！並べ！
アンデルセン
あれは　しまなみ海道
ONOMICHI U2　もぶち人気じゃん
広島レモン　あなご飯
乳団子　尾道ラーメン
広島港　呉海自カレー

さあ　広島48
一度観たら
止められん
また明日
観に来るじゃろ？
必ず
Come on！Come on！
そう　うちら　広島48
一度観たら
止められん
うちの名前を　絶対に覚えて
指切りね　Yeah！Yeah！

さあ　広島48
うちらに
会いに来てや
誰よりも
好きになりんさい
お願い
ねえ　ねえ
さあ　行くで　広島48
うちらに
会いに来てや
ここの場所で夢を追いかけるけん
応援してや

さあ　広島48
行こうやぁ　広島48
さあ　広島48
行こうやぁ　広島48",https://www.uta-net.com/song/243414/
243415,STU48 岡山ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのOKAYAMA は
吉備津神社","愛しのOKAYAMA は
吉備津神社
鬼ノ城　吉備団子
桃太郎
兄ちゃんも歩け！歩け！
問屋町
ぶらり　ぶらり　笠岡諸島
あれは　岡山後楽園
岡山城はそこ
粋な姉ちゃんも
児島ジーンズ
刀剣の里　ひるぜん高原
宇野港　倉敷美観地区

さあ　岡山48
うちらに
会いに来られ
でぇよりも
好きになって
頼むけぇ
なあ　なあ
ほんじゃあ　行くで　岡山48
うちらに
会いに来られ
ここの場所で夢を追いかけるけえ
応援してえな

楽しいOKAYAMA は
大原美術館
イオンモール岡山
はだか祭り
平日ももんげー！もんげー！
桜海
並べ！並べ！
しーじゃっく
あれは　牛窓ヨットハーバー
ヴィーナスロードも人気じゃがー
白桃　シャインマスカット
ホルモンうどん　太秋柿
ママカリ　下津井のタコ

さあ　岡山48
いっぺん観たら
止められん
また明日
観に来るじゃろ？
必ず
Come on！Come on！
ほんじゃあ　行くで　岡山48
いっぺん観たら
止められん
うちの名前を　ぜってえ覚えてや
指切りな　Yeah！Yeah！

さあ　岡山48
うちらに
会いに来られ
でぇよりも
好きになって
頼むけぇ
なあ　なあ
ほんじゃあ　行くで　岡山48
うちらに
会いに来られ
ここの場所で夢を追いかけるけえ
応援してえな

さあ　岡山48
さあ　行くで　岡山48
さあ　岡山48
さあ　行くで　岡山48",https://www.uta-net.com/song/243415/
243416,非全力,秋元康,須永俊,須永俊,,STU48 Uta-Net Other Songs,other,元々;当初の名東県は;さらに;しかし;阿波国部分;現在の徳島県;なお;復活の際に;なぜ都市名,,"元々,当初の名東県は,さらに,しかし,阿波国部分,現在の徳島県,なお,復活の際に,なぜ都市名","なぜ僕は今　泣いているのか？
意外な感情に気づいたんだ","なぜ僕は今　泣いているのか？
意外な感情に気づいたんだ
知らぬ間に頬に伝わる
温かいものよ　教えてくれ
この現実が悲しいんじゃない
青春が歯痒いだけなんだ
思い通りに行かなくたって
夢はたぶん　びくともしない

傷つくことには慣れていたけど
存在を否定された無関心に
生きる価値がないと言われたようで
唇噛むしかなかった

ずっと
全力でなんか走れない
時には歩きたくなる
僕はそんなに強くはないんだ
少しだけ休ませてくれ
何も急がなくたっていいじゃないか
落ちこぼれで構わない
群れを離れ　一人でこの道を
ゆっくり歩いてく

思い切り　頬を殴られるより
生き方を理解されない虚しさは
胸の奥がじんと痺れるくらい
痛くて涙が滲んだ

いつか
全力で走る日も来るよ
それまで自分のペースで
僕は　絶対　向きにはならない
道端の花を愛でよう
もっと遠回りしてもいいじゃないか
何が待っているのだろう？
僕にとって一番　大事なもの
どこかで見つけよう

全力でなんか走れない
時には歩きたくなる
僕はそんなに強くはないんだ
少しだけ休ませてくれ
何も急がなくたっていいじゃないか
全力はやめよう",https://www.uta-net.com/song/243416/
243417,STU48 兵庫ver.,秋元康,渡辺未来,,,STU48 Uta-Net Other Songs,other,,,,"愛しのHYOGO は
神戸港","愛しのHYOGO は
神戸港
明石焼き
いかなご　姫路おでん
姉ちゃんも歩け！歩け！
KOBE　ルミナリエ
ぶらり　ぶらり　南京町
あれは　神戸ポートタワー
甲子園球場はそこ
オシャレな姉ちゃんと
ハーバーランド
有馬温泉に城崎温泉
ビフカツ　そばめし　神戸牛

さあ　兵庫48
私らに
会いに来てーな
誰よりも
好きになってーな
頼むわ
なあ　なあ
ほな　行くでー　兵庫48
私らに
会いに来てーな
ここの場所で夢を追いかけるから
応援してなー

楽しいHYOGO は
六甲山
ポートアイランド
生田神社
平日もワッショイ！ワッショイ！
宝塚
並べ！並べ！
老祥記
あれは　メリケンパーク
姫路城も人気やで
出石そば　揖保乃糸　たこめし
丹波の黒豆　ぼたん鍋
淡路島　明石海峡大橋

さあ　兵庫48
一度観たら
止められへん
また明日
観に来るやろ？
必ず
Come on！Come on！
私ら　兵庫48
一度観たら
止められへん
私の名前　絶対に覚えてな
指切りなー　Yeah！Yeah！

さあ　兵庫48
私らに
会いに来てーな
誰よりも
好きになってーな
頼むわ
なあ　なあ
ほな　行くでー　兵庫48
私らに
会いに来てーな
ここの場所で夢を追いかけるから
応援してなー

ほな　兵庫48
ほな　行こか　兵庫48
ほな　兵庫48
ほな　行こか　兵庫48",https://www.uta-net.com/song/243417/
243418,瀬戸内の声,秋元康,井上トモノリ,水島康貴,,STU48 Uta-Net Other Songs,other,,,,"いつもここに来て
君と語った","いつもここに来て
君と語った
夢はとめどなく
溢れてもどかしい

過ぎて行く青春の日々
自分は何を残せるのだろう

そばで　青い海は
どんな時もやさしく大らかで
淡い日差しの中
僕は願いを風に向かって叫ぶ
瀬戸内の声　届けよ
涙　落ちるなら
傘を差せばいい
今日の悲しみは
明日には晴れるから

人生は遥か彼方で
雲がかかって全てが見えない

そばで　僕の海は
母のように見守ってくれてる
生まれ育った地は
ただ頷き未来へ背中を押す
瀬戸内の空　眩しい
いつの日か
瞼を閉じながら
思い出す
故郷を…
あの懐かしい波音が
どこにいても聴こえるよ

そばで　青い海は
どんな時もやさしく大らかで
淡い日差しの中
僕は願いを風に向かって叫ぶ

そばで海がずっと
変わらぬもの教えてくれたんだ
時代が過ぎ去っても
この自然がしあわせの目印だ
瀬戸内の愛　ありがとう",https://www.uta-net.com/song/243418/
245624,ペダルと車輪と来た道と,秋元康,GRP,野中“まさ”雄一,,STU48 Uta-Net Other Songs,other,,,,"いったい誰のために
走り続けてるのか？","いったい誰のために
走り続けてるのか？
ふと疑問に思って
立ち止まりたくなってしまう

こんなつらい思いして
どこへ向かっているのか？
わからなくなる
平坦で楽な道とかあるだろう

挫(くじ)けそうな時には
風を味方にして
背中を押してよ

ペダル漕いで
回った車輪の分だけ
夢に近づけばいい
呼吸は乱れて
汗が溢れ出す
急な坂道は続いてる
もっと　もっと　先へ

そろそろこの辺りで
足をついてしまおうか？
弱音を吐きたくなる
もうこれ以上走れないよ

僕たちの自転車は
なぜに急いでいるのか？
ただがむしゃらに
理由聞いたとこで何(なん)になる？

目指してるゴールは
いくつの谷と山を
越えればいいのだろう

ペダル止めて
休んだ車輪の分だけ
チャンス　遠ざかるもの
太陽は沈み
星が輝いて
明日のその道を照らすよ
次は

生きることは
ペダルを踏み続けること
誰も苦しいものだ
自分のためだと
答えは出ている
どんな道のりも人生だ

ペダル漕いで
回った車輪の分だけ
夢に近づけばいい
呼吸は乱れて
汗が溢れ出す
急な坂道は続いてる
もっと　もっと　先へ",https://www.uta-net.com/song/245624/
262865,出航,秋元康,小野貴光,若田部誠,,STU48 Uta-Net Other Songs,other,当バス停;これは;路線特有の事情,,"当バス停,これは,路線特有の事情","船はまっすぐ進むよ
彼方の水平線","船はまっすぐ進むよ
彼方の水平線
さあ　未来を探しに行こうか？

ラララ…

風と日差しの甲板(かんぱん)に立って
限りのない希望という名の海を眺めてた
波の高さに心も昂(たか)まるよ
新しい大陸を絶対に見つけ出したいんだ

晴れた空が続くわけじゃない
明日(あす)が見えない嵐の日もあるだろう

僕らは水夫だ　夢見る者たち(冒険者だ)
大切なその願いに力を合わせよう(みんなで)
コンパスの針なんかに縛られることなく(どこへでも)
自分が信じる方向　自由に舵を切るんだ

ラララ…

跳ねた魚は何を語るのか？
光のない深さを教えてくれる海流よ
海の底には沈んだ古い船
果たせなかった想い　眠った宝物のように…

予想もできぬ不運もあるけれど
何があったって諦めたりはしないよ

僕らは水夫だ　信じる者たち(挑戦者だ)
失敗繰り返して　経験値にしよう(いつか)
夢を見る条件は海が好きなこと(わかるだろう？)
陽が昇っても沈んでも　永遠にここにいたいよ

僕らは水夫だ　夢見る者たち(冒険者だ)
大切なその願いに力を合わせよう(みんなで)
コンパスの針なんかに縛られることなく(どこへでも)
自分が信じる方向　自由に舵を切るんだ

ラララ…",https://www.uta-net.com/song/262865/
280838,奇跡という名のストーリー,秋元康,飯野麟太郎,飯野麟太郎,,STU48 Uta-Net Other Songs,other,,,,"この手が届く世界は
想像ついてしまう","この手が届く世界は
想像ついてしまう
僕らが目指す夢は
今まで行ったこともない場所にある

一人きりで頑張っても
大きな車輪を　動かすことはできない

ここから始まる(ここから始まる)奇跡という名のストーリー
自分の可能性　信じてみようか
ここから始まる(ここから始まる)未来への道がヒストリー
誰かがきっと見守っててくれる
サクセスロード

微(かす)かに見える灯りは
どれだけ離れているのか？
そこまで行ってみなきゃ
僕らが語ることはできないだろう

流れ落ちた汗の分だけ
約束の土地は昨日より近づいたはず

今日から始まる(今日から始まる)希望という名のデスティニー
確率低くてもチャレンジしようか
今日から始まる(今日から始まる)仲間との絆　ファイナリー
みんなでずっと支え合って行こう
ロングロード

諦めてしまえば
そこで終わり
あの美しい(あの美しい)
空は見られないよ(見られないよ)

ここから始まる(ここから始まる)奇跡という名のストーリー
自分の可能性　信じてみようか
ここから始まる(ここから始まる)未来への道がヒストリー
誰かがきっと見守っててくれる
サクセスロード",https://www.uta-net.com/song/280838/
